doc_id,keyword,difficulty,question_template,suggested_answer_length
cc_news_245_Home-Based Drug Treatment Prog,Berkowitz,advanced,Berkowitzの課題と解決策は何ですか？,3-5文
cc_news_245_Home-Based Drug Treatment Prog,addiction,advanced,addictionの応用例を挙げてください。,3-5文
cc_news_245_Home-Based Drug Treatment Prog,addiction,advanced,addictionの課題と解決策は何ですか？,3-5文
cc_news_245_Home-Based Drug Treatment Prog,clients,basic,clientsとは何ですか？,1-2文
cc_news_245_Home-Based Drug Treatment Prog,clients,basic,clientsについて説明してください。,1-2文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",counterterrorism,advanced,counterterrorismの応用例を挙げてください。,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",counterterrorism,advanced,counterterrorismの課題と解決策は何ですか？,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",humanitarian,advanced,humanitarianの応用例を挙げてください。,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",humanitarian,advanced,humanitarianの課題と解決策は何ですか？,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",terrorist,advanced,terroristの応用例を挙げてください。,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",terrorist,advanced,terroristの課題と解決策は何ですか？,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",exercises,advanced,exercisesの応用例を挙げてください。,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",exercises,advanced,exercisesの課題と解決策は何ですか？,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",Flintlock,advanced,Flintlockの応用例を挙げてください。,3-5文
"cc_news_246_Amid Aid Uncertainty, U.S. Cou",Flintlock,advanced,Flintlockの課題と解決策は何ですか？,3-5文
"cc_news_247_After Charlottesville, Central",Charlottesville,advanced,Charlottesvilleの応用例を挙げてください。,3-5文
"cc_news_247_After Charlottesville, Central",Charlottesville,advanced,Charlottesvilleの課題と解決策は何ですか？,3-5文
"cc_news_247_After Charlottesville, Central",solidarity,advanced,solidarityの応用例を挙げてください。,3-5文
"cc_news_247_After Charlottesville, Central",solidarity,advanced,solidarityの課題と解決策は何ですか？,3-5文
"cc_news_247_After Charlottesville, Central",experience,advanced,experienceの応用例を挙げてください。,3-5文
"cc_news_247_After Charlottesville, Central",experience,advanced,experienceの課題と解決策は何ですか？,3-5文
"cc_news_247_After Charlottesville, Central",important,advanced,importantの応用例を挙げてください。,3-5文
"cc_news_247_After Charlottesville, Central",important,advanced,importantの課題と解決策は何ですか？,3-5文
"cc_news_248_Work Can Be Stressful, Dangero",physical,advanced,physicalの応用例を挙げてください。,3-5文
"cc_news_248_Work Can Be Stressful, Dangero",physical,advanced,physicalの課題と解決策は何ですか？,3-5文
"cc_news_248_Work Can Be Stressful, Dangero",workers,basic,workersとは何ですか？,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",workers,basic,workersについて説明してください。,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",survey,basic,surveyとは何ですか？,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",survey,basic,surveyについて説明してください。,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",their,basic,theirとは何ですか？,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",their,basic,theirについて説明してください。,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",they,basic,theyとは何ですか？,1-2文
"cc_news_248_Work Can Be Stressful, Dangero",they,basic,theyについて説明してください。,1-2文
cc_news_249_Merck CEO Resigns From A Trump,supremacists,advanced,supremacistsの応用例を挙げてください。,3-5文
cc_news_249_Merck CEO Resigns From A Trump,supremacists,advanced,supremacistsの課題と解決策は何ですか？,3-5文
cc_news_249_Merck CEO Resigns From A Trump,resignation,advanced,resignationの応用例を挙げてください。,3-5文
cc_news_249_Merck CEO Resigns From A Trump,resignation,advanced,resignationの課題と解決策は何ですか？,3-5文
cc_news_249_Merck CEO Resigns From A Trump,American,advanced,Americanの応用例を挙げてください。,3-5文
cc_news_249_Merck CEO Resigns From A Trump,American,advanced,Americanの課題と解決策は何ですか？,3-5文
cc_news_249_Merck CEO Resigns From A Trump,violence,advanced,violenceの応用例を挙げてください。,3-5文
cc_news_249_Merck CEO Resigns From A Trump,violence,advanced,violenceの課題と解決策は何ですか？,3-5文
cc_news_250_Nurse Wins Prize For Research ,tuberculosis,advanced,tuberculosisの応用例を挙げてください。,3-5文
cc_news_250_Nurse Wins Prize For Research ,tuberculosis,advanced,tuberculosisの課題と解決策は何ですか？,3-5文
cc_news_250_Nurse Wins Prize For Research ,Mathabire,advanced,Mathabireの応用例を挙げてください。,3-5文
cc_news_250_Nurse Wins Prize For Research ,Mathabire,advanced,Mathabireの課題と解決策は何ですか？,3-5文
cc_news_250_Nurse Wins Prize For Research ,patients,advanced,patientsの応用例を挙げてください。,3-5文
cc_news_250_Nurse Wins Prize For Research ,patients,advanced,patientsの課題と解決策は何ですか？,3-5文
cc_news_250_Nurse Wins Prize For Research ,could,basic,couldとは何ですか？,1-2文
cc_news_250_Nurse Wins Prize For Research ,could,basic,couldについて説明してください。,1-2文
cc_news_250_Nurse Wins Prize For Research ,work,basic,workとは何ですか？,1-2文
cc_news_250_Nurse Wins Prize For Research ,work,basic,workについて説明してください。,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,security,advanced,securityの応用例を挙げてください。,3-5文
cc_news_251_At Least 18 Dead After Gunmen ,security,advanced,securityの課題と解決策は何ですか？,3-5文
cc_news_251_At Least 18 Dead After Gunmen ,Burkina,basic,Burkinaとは何ですか？,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,Burkina,basic,Burkinaについて説明してください。,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,attack,basic,attackとは何ですか？,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,attack,basic,attackについて説明してください。,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,cafe,basic,cafeとは何ですか？,1-2文
cc_news_251_At Least 18 Dead After Gunmen ,cafe,basic,cafeについて説明してください。,1-2文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,Antarctica,advanced,Antarcticaの応用例を挙げてください。,3-5文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,Antarctica,advanced,Antarcticaの課題と解決策は何ですか？,3-5文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,PHOTOS,advanced,PHOTOSの技術的な詳細を説明してください。,3-5文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,PHOTOS,advanced,PHOTOSと他の手法との違いは何ですか？,3-5文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,Scott,basic,Scottとは何ですか？,1-2文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,Scott,basic,Scottについて説明してください。,1-2文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,that,basic,thatとは何ですか？,1-2文
cc_news_252_PHOTOS: 'Almost Edible' 106-Ye,that,basic,thatについて説明してください。,1-2文
cc_news_253_Popular Pesticides Keep Bumble,pesticides,advanced,pesticidesの応用例を挙げてください。,3-5文
cc_news_253_Popular Pesticides Keep Bumble,pesticides,advanced,pesticidesの課題と解決策は何ですか？,3-5文
cc_news_253_Popular Pesticides Keep Bumble,scientists,advanced,scientistsの応用例を挙げてください。,3-5文
cc_news_253_Popular Pesticides Keep Bumble,scientists,advanced,scientistsの課題と解決策は何ですか？,3-5文
cc_news_253_Popular Pesticides Keep Bumble,queens,basic,queensとは何ですか？,1-2文
cc_news_253_Popular Pesticides Keep Bumble,queens,basic,queensについて説明してください。,1-2文
cc_news_253_Popular Pesticides Keep Bumble,they,basic,theyとは何ですか？,1-2文
cc_news_253_Popular Pesticides Keep Bumble,they,basic,theyについて説明してください。,1-2文
cc_news_254_Peep Show: Watch Us Calculate ,science,intermediate,scienceはどのように使われますか？,2-3文
cc_news_254_Peep Show: Watch Us Calculate ,science,intermediate,scienceの利点は何ですか？,2-3文
cc_news_254_Peep Show: Watch Us Calculate ,Easter,intermediate,Easterはどのように使われますか？,2-3文
cc_news_254_Peep Show: Watch Us Calculate ,Easter,intermediate,Easterの利点は何ですか？,2-3文
cc_news_254_Peep Show: Watch Us Calculate ,Peeps,intermediate,Peepsはどのように使われますか？,2-3文
cc_news_254_Peep Show: Watch Us Calculate ,Peeps,intermediate,Peepsの利点は何ですか？,2-3文
cc_news_255_Could A San Antonio Federal Pa,congressional,advanced,congressionalの応用例を挙げてください。,3-5文
cc_news_255_Could A San Antonio Federal Pa,congressional,advanced,congressionalの課題と解決策は何ですか？,3-5文
cc_news_255_Could A San Antonio Federal Pa,redistricting,advanced,redistrictingの応用例を挙げてください。,3-5文
cc_news_255_Could A San Antonio Federal Pa,redistricting,advanced,redistrictingの課題と解決策は何ですか？,3-5文
cc_news_255_Could A San Antonio Federal Pa,legislature,advanced,legislatureの応用例を挙げてください。,3-5文
cc_news_255_Could A San Antonio Federal Pa,legislature,advanced,legislatureの課題と解決策は何ですか？,3-5文
cc_news_255_Could A San Antonio Federal Pa,districts,advanced,districtsの応用例を挙げてください。,3-5文
cc_news_255_Could A San Antonio Federal Pa,districts,advanced,districtsの課題と解決策は何ですか？,3-5文
cc_news_256_Ride Hailing In Rural America:,transportation,advanced,transportationの応用例を挙げてください。,3-5文
cc_news_256_Ride Hailing In Rural America:,transportation,advanced,transportationの課題と解決策は何ですか？,3-5文
cc_news_256_Ride Hailing In Rural America:,America,intermediate,Americaはどのように使われますか？,2-3文
cc_news_256_Ride Hailing In Rural America:,America,intermediate,Americaの利点は何ですか？,2-3文
cc_news_256_Ride Hailing In Rural America:,service,basic,serviceとは何ですか？,1-2文
cc_news_256_Ride Hailing In Rural America:,service,basic,serviceについて説明してください。,1-2文
cc_news_256_Ride Hailing In Rural America:,drivers,intermediate,driversはどのように使われますか？,2-3文
cc_news_256_Ride Hailing In Rural America:,drivers,intermediate,driversの利点は何ですか？,2-3文
cc_news_257_Charlottesville Violence Highl,Charlottesville,advanced,Charlottesvilleの応用例を挙げてください。,3-5文
cc_news_257_Charlottesville Violence Highl,Charlottesville,advanced,Charlottesvilleの課題と解決策は何ですか？,3-5文
cc_news_257_Charlottesville Violence Highl,people,basic,peopleとは何ですか？,1-2文
cc_news_257_Charlottesville Violence Highl,people,basic,peopleについて説明してください。,1-2文
cc_news_257_Charlottesville Violence Highl,police,basic,policeとは何ですか？,1-2文
cc_news_257_Charlottesville Violence Highl,police,basic,policeについて説明してください。,1-2文
cc_news_257_Charlottesville Violence Highl,that,basic,thatとは何ですか？,1-2文
cc_news_257_Charlottesville Violence Highl,that,basic,thatについて説明してください。,1-2文
cc_news_257_Charlottesville Violence Highl,with,basic,withとは何ですか？,1-2文
cc_news_257_Charlottesville Violence Highl,with,basic,withについて説明してください。,1-2文
"cc_news_258_With Six Weeks Left, Can The H",conservatives,advanced,conservativesの応用例を挙げてください。,3-5文
"cc_news_258_With Six Weeks Left, Can The H",conservatives,advanced,conservativesの課題と解決策は何ですか？,3-5文
"cc_news_258_With Six Weeks Left, Can The H",Republicans,advanced,Republicansの応用例を挙げてください。,3-5文
"cc_news_258_With Six Weeks Left, Can The H",Republicans,advanced,Republicansの課題と解決策は何ですか？,3-5文
"cc_news_258_With Six Weeks Left, Can The H",legislation,advanced,legislationの応用例を挙げてください。,3-5文
"cc_news_258_With Six Weeks Left, Can The H",legislation,advanced,legislationの課題と解決策は何ですか？,3-5文
"cc_news_258_With Six Weeks Left, Can The H",Democrats,advanced,Democratsの応用例を挙げてください。,3-5文
"cc_news_258_With Six Weeks Left, Can The H",Democrats,advanced,Democratsの課題と解決策は何ですか？,3-5文
cc_news_259_Erdogan Says Monitors Question,referendum,advanced,referendumの応用例を挙げてください。,3-5文
cc_news_259_Erdogan Says Monitors Question,referendum,advanced,referendumの課題と解決策は何ですか？,3-5文
cc_news_259_Erdogan Says Monitors Question,Parliament,advanced,Parliamentの応用例を挙げてください。,3-5文
cc_news_259_Erdogan Says Monitors Question,Parliament,advanced,Parliamentの課題と解決策は何ですか？,3-5文
cc_news_259_Erdogan Says Monitors Question,Cagaptay,advanced,Cagaptayの応用例を挙げてください。,3-5文
cc_news_259_Erdogan Says Monitors Question,Cagaptay,advanced,Cagaptayの課題と解決策は何ですか？,3-5文
cc_news_259_Erdogan Says Monitors Question,Erdogan,basic,Erdoganとは何ですか？,1-2文
cc_news_259_Erdogan Says Monitors Question,Erdogan,basic,Erdoganについて説明してください。,1-2文
cc_news_260_San Antonio Seeking Feedback O,Services,advanced,Servicesの応用例を挙げてください。,3-5文
cc_news_260_San Antonio Seeking Feedback O,Services,advanced,Servicesの課題と解決策は何ですか？,3-5文
cc_news_260_San Antonio Seeking Feedback O,Antonio,intermediate,Antonioはどのように使われますか？,2-3文
cc_news_260_San Antonio Seeking Feedback O,Antonio,intermediate,Antonioの利点は何ですか？,2-3文
cc_news_260_San Antonio Seeking Feedback O,Animal,intermediate,Animalはどのように使われますか？,2-3文
cc_news_260_San Antonio Seeking Feedback O,Animal,intermediate,Animalの利点は何ですか？,2-3文
cc_news_261_Real time energy financing and,SparkSpread,advanced,SparkSpreadの応用例を挙げてください。,3-5文
cc_news_261_Real time energy financing and,SparkSpread,advanced,SparkSpreadの課題と解決策は何ですか？,3-5文
cc_news_261_Real time energy financing and,financing,advanced,financingの応用例を挙げてください。,3-5文
cc_news_261_Real time energy financing and,financing,advanced,financingの課題と解決策は何ですか？,3-5文
cc_news_261_Real time energy financing and,com,intermediate,comはどのように使われますか？,2-3文
cc_news_261_Real time energy financing and,com,intermediate,comの利点は何ですか？,2-3文
cc_news_262_Real time energy financing and,SparkSpread,advanced,SparkSpreadの応用例を挙げてください。,3-5文
cc_news_262_Real time energy financing and,SparkSpread,advanced,SparkSpreadの課題と解決策は何ですか？,3-5文
cc_news_262_Real time energy financing and,financing,advanced,financingの応用例を挙げてください。,3-5文
cc_news_262_Real time energy financing and,financing,advanced,financingの課題と解決策は何ですか？,3-5文
cc_news_262_Real time energy financing and,com,intermediate,comはどのように使われますか？,2-3文
cc_news_262_Real time energy financing and,com,intermediate,comの利点は何ですか？,2-3文
cc_news_263_Real time energy financing and,SparkSpread,advanced,SparkSpreadの応用例を挙げてください。,3-5文
cc_news_263_Real time energy financing and,SparkSpread,advanced,SparkSpreadの課題と解決策は何ですか？,3-5文
cc_news_263_Real time energy financing and,financing,advanced,financingの応用例を挙げてください。,3-5文
cc_news_263_Real time energy financing and,financing,advanced,financingの課題と解決策は何ですか？,3-5文
cc_news_263_Real time energy financing and,com,intermediate,comはどのように使われますか？,2-3文
cc_news_263_Real time energy financing and,com,intermediate,comの利点は何ですか？,2-3文
cc_news_264_Real time energy financing and,SparkSpread,advanced,SparkSpreadの応用例を挙げてください。,3-5文
cc_news_264_Real time energy financing and,SparkSpread,advanced,SparkSpreadの課題と解決策は何ですか？,3-5文
cc_news_264_Real time energy financing and,financing,advanced,financingの応用例を挙げてください。,3-5文
cc_news_264_Real time energy financing and,financing,advanced,financingの課題と解決策は何ですか？,3-5文
cc_news_264_Real time energy financing and,com,intermediate,comはどのように使われますか？,2-3文
cc_news_264_Real time energy financing and,com,intermediate,comの利点は何ですか？,2-3文
"cc_news_265_SBI, PNB, UBI cut lending rate",expected,advanced,expectedの応用例を挙げてください。,3-5文
"cc_news_265_SBI, PNB, UBI cut lending rate",expected,advanced,expectedの課題と解決策は何ですか？,3-5文
"cc_news_265_SBI, PNB, UBI cut lending rate",lending,intermediate,lendingはどのように使われますか？,2-3文
"cc_news_265_SBI, PNB, UBI cut lending rate",lending,intermediate,lendingの利点は何ですか？,2-3文
"cc_news_265_SBI, PNB, UBI cut lending rate",percent,basic,percentとは何ですか？,1-2文
"cc_news_265_SBI, PNB, UBI cut lending rate",percent,basic,percentについて説明してください。,1-2文
"cc_news_265_SBI, PNB, UBI cut lending rate",MCLR,advanced,MCLRの技術的な詳細を説明してください。,3-5文
"cc_news_265_SBI, PNB, UBI cut lending rate",MCLR,advanced,MCLRと他の手法との違いは何ですか？,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,president,advanced,presidentの応用例を挙げてください。,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,president,advanced,presidentの課題と解決策は何ですか？,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,Akhilesh,advanced,Akhileshの応用例を挙げてください。,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,Akhilesh,advanced,Akhileshの課題と解決策は何ですか？,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,national,advanced,nationalの応用例を挙げてください。,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,national,advanced,nationalの課題と解決策は何ですか？,3-5文
cc_news_266_Mulayam rushes to Delhi to mee,Mulayam,basic,Mulayamとは何ですか？,1-2文
cc_news_266_Mulayam rushes to Delhi to mee,Mulayam,basic,Mulayamについて説明してください。,1-2文
cc_news_267_Akhilesh replaces Mulayam as p,president,advanced,presidentの応用例を挙げてください。,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,president,advanced,presidentの課題と解決策は何ですか？,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Samajwadi,advanced,Samajwadiの応用例を挙げてください。,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Samajwadi,advanced,Samajwadiの課題と解決策は何ですか？,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Committee,advanced,Committeeの応用例を挙げてください。,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Committee,advanced,Committeeの課題と解決策は何ですか？,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Akhilesh,advanced,Akhileshの応用例を挙げてください。,3-5文
cc_news_267_Akhilesh replaces Mulayam as p,Akhilesh,advanced,Akhileshの課題と解決策は何ですか？,3-5文
cc_news_268_Long range Agni IV missile tes,missile,intermediate,missileはどのように使われますか？,2-3文
cc_news_268_Long range Agni IV missile tes,missile,intermediate,missileの利点は何ですか？,2-3文
cc_news_268_Long range Agni IV missile tes,Odisha,intermediate,Odishaはどのように使われますか？,2-3文
cc_news_268_Long range Agni IV missile tes,Odisha,intermediate,Odishaの利点は何ですか？,2-3文
cc_news_268_Long range Agni IV missile tes,System,intermediate,Systemはどのように使われますか？,2-3文
cc_news_268_Long range Agni IV missile tes,System,intermediate,Systemの利点は何ですか？,2-3文
cc_news_269_Petrol and diesel prices hiked,increased,advanced,increasedの応用例を挙げてください。,3-5文
cc_news_269_Petrol and diesel prices hiked,increased,advanced,increasedの課題と解決策は何ですか？,3-5文
cc_news_269_Petrol and diesel prices hiked,Petrol,intermediate,Petrolはどのように使われますか？,2-3文
cc_news_269_Petrol and diesel prices hiked,Petrol,intermediate,Petrolの利点は何ですか？,2-3文
cc_news_269_Petrol and diesel prices hiked,prices,intermediate,pricesはどのように使われますか？,2-3文
cc_news_269_Petrol and diesel prices hiked,prices,intermediate,pricesの利点は何ですか？,2-3文
cc_news_270_Jyotiraditya to begin ‘satyagr,satyagraha,advanced,satyagrahaの応用例を挙げてください。,3-5文
cc_news_270_Jyotiraditya to begin ‘satyagr,satyagraha,advanced,satyagrahaの課題と解決策は何ですか？,3-5文
cc_news_270_Jyotiraditya to begin ‘satyagr,Congress,advanced,Congressの応用例を挙げてください。,3-5文
cc_news_270_Jyotiraditya to begin ‘satyagr,Congress,advanced,Congressの課題と解決策は何ですか？,3-5文
cc_news_270_Jyotiraditya to begin ‘satyagr,Mandsaur,advanced,Mandsaurの応用例を挙げてください。,3-5文
cc_news_270_Jyotiraditya to begin ‘satyagr,Mandsaur,advanced,Mandsaurの課題と解決策は何ですか？,3-5文
cc_news_271_Simulation shows swirling of s,scientists,advanced,scientistsの応用例を挙げてください。,3-5文
cc_news_271_Simulation shows swirling of s,scientists,advanced,scientistsの課題と解決策は何ですか？,3-5文
cc_news_271_Simulation shows swirling of s,particles,advanced,particlesの応用例を挙げてください。,3-5文
cc_news_271_Simulation shows swirling of s,particles,advanced,particlesの課題と解決策は何ですか？,3-5文
cc_news_271_Simulation shows swirling of s,aerosols,advanced,aerosolsの応用例を挙げてください。,3-5文
cc_news_271_Simulation shows swirling of s,aerosols,advanced,aerosolsの課題と解決策は何ですか？,3-5文
cc_news_272_Download comprehensive police ,shootings,advanced,shootingsの応用例を挙げてください。,3-5文
cc_news_272_Download comprehensive police ,shootings,advanced,shootingsの課題と解決策は何ですか？,3-5文
cc_news_272_Download comprehensive police ,police,intermediate,policeはどのように使われますか？,2-3文
cc_news_272_Download comprehensive police ,police,intermediate,policeの利点は何ですか？,2-3文
cc_news_272_Download comprehensive police ,data,basic,dataとは何ですか？,1-2文
cc_news_272_Download comprehensive police ,data,basic,dataについて説明してください。,1-2文
"cc_news_273_Waiting Game, through the step",Waiting,intermediate,Waitingはどのように使われますか？,2-3文
"cc_news_273_Waiting Game, through the step",Waiting,intermediate,Waitingの利点は何ですか？,2-3文
"cc_news_273_Waiting Game, through the step",seekers,intermediate,seekersはどのように使われますか？,2-3文
"cc_news_273_Waiting Game, through the step",seekers,intermediate,seekersの利点は何ですか？,2-3文
"cc_news_273_Waiting Game, through the step",asylum,intermediate,asylumはどのように使われますか？,2-3文
"cc_news_273_Waiting Game, through the step",asylum,intermediate,asylumの利点は何ですか？,2-3文
cc_news_274_Game of Thrones character char,character,advanced,characterの応用例を挙げてください。,3-5文
cc_news_274_Game of Thrones character char,character,advanced,characterの課題と解決策は何ですか？,3-5文
cc_news_274_Game of Thrones character char,place,intermediate,placeはどのように使われますか？,2-3文
cc_news_274_Game of Thrones character char,place,intermediate,placeの利点は何ですか？,2-3文
cc_news_274_Game of Thrones character char,that,intermediate,thatはどのように使われますか？,2-3文
cc_news_274_Game of Thrones character char,that,intermediate,thatの利点は何ですか？,2-3文
cc_news_275_Mappings for Choose Your Own A,Adventure,advanced,Adventureの応用例を挙げてください。,3-5文
cc_news_275_Mappings for Choose Your Own A,Adventure,advanced,Adventureの課題と解決策は何ですか？,3-5文
cc_news_275_Mappings for Choose Your Own A,official,advanced,officialの応用例を挙げてください。,3-5文
cc_news_275_Mappings for Choose Your Own A,official,advanced,officialの課題と解決策は何ですか？,3-5文
cc_news_275_Mappings for Choose Your Own A,Choose,intermediate,Chooseはどのように使われますか？,2-3文
cc_news_275_Mappings for Choose Your Own A,Choose,intermediate,Chooseの利点は何ですか？,2-3文
cc_news_276_How far you can drive out of t,during,intermediate,duringはどのように使われますか？,2-3文
cc_news_276_How far you can drive out of t,during,intermediate,duringの利点は何ですか？,2-3文
cc_news_276_How far you can drive out of t,hour,intermediate,hourはどのように使われますか？,2-3文
cc_news_276_How far you can drive out of t,hour,intermediate,hourの利点は何ですか？,2-3文
cc_news_276_How far you can drive out of t,the,intermediate,theはどのように使われますか？,2-3文
cc_news_276_How far you can drive out of t,the,intermediate,theの利点は何ですか？,2-3文
cc_news_277_Open data from The White House,different,advanced,differentの応用例を挙げてください。,3-5文
cc_news_277_Open data from The White House,different,advanced,differentの課題と解決策は何ですか？,3-5文
cc_news_277_Open data from The White House,the,intermediate,theはどのように使われますか？,2-3文
cc_news_277_Open data from The White House,the,intermediate,theの利点は何ですか？,2-3文
cc_news_277_Open data from The White House,The,intermediate,Theはどのように使われますか？,2-3文
cc_news_277_Open data from The White House,The,intermediate,Theの利点は何ですか？,2-3文
"cc_news_278_In 2017, No More than Five Day",shooting,advanced,shootingの応用例を挙げてください。,3-5文
"cc_news_278_In 2017, No More than Five Day",shooting,advanced,shootingの課題と解決策は何ですか？,3-5文
"cc_news_278_In 2017, No More than Five Day",mass,basic,massとは何ですか？,1-2文
"cc_news_278_In 2017, No More than Five Day",mass,basic,massについて説明してください。,1-2文
"cc_news_278_In 2017, No More than Five Day",the,basic,theとは何ですか？,1-2文
"cc_news_278_In 2017, No More than Five Day",the,basic,theについて説明してください。,1-2文
cc_news_279_Counting the times Kevin Duran,Durant,intermediate,Durantはどのように使われますか？,2-3文
cc_news_279_Counting the times Kevin Duran,Durant,intermediate,Durantの利点は何ですか？,2-3文
cc_news_279_Counting the times Kevin Duran,during,intermediate,duringはどのように使われますか？,2-3文
cc_news_279_Counting the times Kevin Duran,during,intermediate,duringの利点は何ですか？,2-3文
cc_news_279_Counting the times Kevin Duran,times,intermediate,timesはどのように使われますか？,2-3文
cc_news_279_Counting the times Kevin Duran,times,intermediate,timesの利点は何ですか？,2-3文
cc_news_280_Black boys dropping income lev,Equality,advanced,Equalityの応用例を挙げてください。,3-5文
cc_news_280_Black boys dropping income lev,Equality,advanced,Equalityの課題と解決策は何ですか？,3-5文
cc_news_280_Black boys dropping income lev,income,intermediate,incomeはどのように使われますか？,2-3文
cc_news_280_Black boys dropping income lev,income,intermediate,incomeの利点は何ですか？,2-3文
cc_news_280_Black boys dropping income lev,levels,intermediate,levelsはどのように使われますか？,2-3文
cc_news_280_Black boys dropping income lev,levels,intermediate,levelsの利点は何ですか？,2-3文
"cc_news_281_Rivals 250 OL cuts list, will ",scholarship,advanced,scholarshipの応用例を挙げてください。,3-5文
"cc_news_281_Rivals 250 OL cuts list, will ",scholarship,advanced,scholarshipの課題と解決策は何ですか？,3-5文
"cc_news_281_Rivals 250 OL cuts list, will ",McClendon,advanced,McClendonの応用例を挙げてください。,3-5文
"cc_news_281_Rivals 250 OL cuts list, will ",McClendon,advanced,McClendonの課題と解決策は何ですか？,3-5文
"cc_news_281_Rivals 250 OL cuts list, will ",list,intermediate,listはどのように使われますか？,2-3文
"cc_news_281_Rivals 250 OL cuts list, will ",list,intermediate,listの利点は何ですか？,2-3文
cc_news_282_Rob Moses Photography,picture,intermediate,pictureはどのように使われますか？,2-3文
cc_news_282_Rob Moses Photography,picture,intermediate,pictureの利点は何ですか？,2-3文
cc_news_282_Rob Moses Photography,weather,intermediate,weatherはどのように使われますか？,2-3文
cc_news_282_Rob Moses Photography,weather,intermediate,weatherの利点は何ですか？,2-3文
cc_news_282_Rob Moses Photography,this,intermediate,thisはどのように使われますか？,2-3文
cc_news_282_Rob Moses Photography,this,intermediate,thisの利点は何ですか？,2-3文
cc_news_283_Rob Moses Photography,Photography,advanced,Photographyの応用例を挙げてください。,3-5文
cc_news_283_Rob Moses Photography,Photography,advanced,Photographyの課題と解決策は何ですか？,3-5文
cc_news_283_Rob Moses Photography,friendly,advanced,friendlyの応用例を挙げてください。,3-5文
cc_news_283_Rob Moses Photography,friendly,advanced,friendlyの課題と解決策は何ですか？,3-5文
cc_news_283_Rob Moses Photography,picture,intermediate,pictureはどのように使われますか？,2-3文
cc_news_283_Rob Moses Photography,picture,intermediate,pictureの利点は何ですか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,Jackets,intermediate,Jacketsはどのように使われますか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,Jackets,intermediate,Jacketsの利点は何ですか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,Boddie,intermediate,Boddieはどのように使われますか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,Boddie,intermediate,Boddieの利点は何ですか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,quick,intermediate,quickはどのように使われますか？,2-3文
cc_news_284_Boddie's quick trip to Tech pu,quick,intermediate,quickの利点は何ですか？,2-3文
cc_news_285_Countdown to Kickoff #94 Anree,defensive,advanced,defensiveの応用例を挙げてください。,3-5文
cc_news_285_Countdown to Kickoff #94 Anree,defensive,advanced,defensiveの課題と解決策は何ですか？,3-5文
cc_news_285_Countdown to Kickoff #94 Anree,defense,intermediate,defenseはどのように使われますか？,2-3文
cc_news_285_Countdown to Kickoff #94 Anree,defense,intermediate,defenseの利点は何ですか？,2-3文
cc_news_285_Countdown to Kickoff #94 Anree,senior,intermediate,seniorはどのように使われますか？,2-3文
cc_news_285_Countdown to Kickoff #94 Anree,senior,intermediate,seniorの利点は何ですか？,2-3文
