doc_id,keyword,difficulty,category,frequency,context
cc_news_261_Real time energy financing and,com,intermediate,other,3,com This page is only available to subscribers
cc_news_261_Real time energy financing and,financing,advanced,other,1,"Real time energy financing and trading news June 14, 2017 16:48 EST Welcome to SparkSpread"
cc_news_261_Real time energy financing and,to,intermediate,other,4,Log in If you would like to register for a free trial to SparkSpread
cc_news_262_Real time energy financing and,com,intermediate,other,3,com This page is only available to subscribers
cc_news_262_Real time energy financing and,financing,advanced,other,1,"Real time energy financing and trading news June 14, 2017 18:19 EST Welcome to SparkSpread"
cc_news_262_Real time energy financing and,to,intermediate,other,4,Log in If you would like to register for a free trial to SparkSpread
cc_news_263_Real time energy financing and,com,intermediate,other,3,com This page is only available to subscribers
cc_news_263_Real time energy financing and,financing,advanced,other,1,"Real time energy financing and trading news June 15, 2017 00:21 EST Welcome to SparkSpread"
cc_news_263_Real time energy financing and,to,intermediate,other,4,Log in If you would like to register for a free trial to SparkSpread
cc_news_264_Real time energy financing and,com,intermediate,other,3,com This page is only available to subscribers
cc_news_264_Real time energy financing and,financing,advanced,other,1,Real time energy financing and trading news Feb
cc_news_264_Real time energy financing and,to,intermediate,other,4,"15, 2017 11:05 EST Welcome to SparkSpread"
"cc_news_265_SBI, PNB, UBI cut lending rate",percent,basic,other,8,"90 percent to 8 percent for one-year tenure, while the PNB has cut its MCLR by 0"
"cc_news_265_SBI, PNB, UBI cut lending rate",lending,intermediate,other,4,"SBI, PNB, UBI cut lending rates by up to 0"
"cc_news_265_SBI, PNB, UBI cut lending rate",SBI,advanced,technical_term,3,"SBI, PNB, UBI cut lending rates by up to 0"
"cc_news_265_SBI, PNB, UBI cut lending rate",PNB,advanced,technical_term,2,"SBI, PNB, UBI cut lending rates by up to 0"
cc_news_266_Mulayam rushes to Delhi to mee,Mulayam,basic,other,8,"Mulayam rushes to Delhi to meet EC, cancels Jan 5 meet Agencies, Lucknow Samajwadi Party president M"
cc_news_266_Mulayam rushes to Delhi to mee,January,intermediate,other,3,"The January 5 was called after Akhilesh was declared the SP’s national president, in place of Mulaya"
cc_news_266_Mulayam rushes to Delhi to mee,EC,advanced,technical_term,3,"Mulayam rushes to Delhi to meet EC, cancels Jan 5 meet Agencies, Lucknow Samajwadi Party president M"
cc_news_266_Mulayam rushes to Delhi to mee,national,advanced,other,3,"Earlier, Mulayam had also cancelled his proposed national convention here on January 5, after his so"
cc_news_267_Akhilesh replaces Mulayam as p,Mulayam,basic,other,5,Mulayam Singh Yadav founded the Samajwadi Party in 1992 of which he was also a member
cc_news_267_Akhilesh replaces Mulayam as p,Akhilesh,advanced,other,8,Akhilesh has keen interest in sports such as football and cricket
cc_news_267_Akhilesh replaces Mulayam as p,national,advanced,other,3,Today Akhilesh was declared as the national president of SP in a parallel national convention agains
cc_news_267_Akhilesh replaces Mulayam as p,president,advanced,other,4,Today Akhilesh was declared as the national president of SP in a parallel national convention agains
cc_news_268_Long range Agni IV missile tes,missile,intermediate,other,3,"Long range Agni IV missile test fired from Abdul Kalam island off Odisha Coast Agencies, Balasore In"
cc_news_268_Long range Agni IV missile tes,RINS,advanced,technical_term,1,The indigenous Ring Laser Gyros based high accuracy INS (RINS) and Micro Navigation System (MINGS) c
cc_news_268_Long range Agni IV missile tes,MINGS,advanced,technical_term,1,The indigenous Ring Laser Gyros based high accuracy INS (RINS) and Micro Navigation System (MINGS) c
cc_news_269_Petrol and diesel prices hiked,Petrol,intermediate,other,4,Petrol and diesel prices hiked by Rs 1
cc_news_269_Petrol and diesel prices hiked,Diesel,intermediate,other,3,Selling Price of Diesel has been increased by Rs
cc_news_269_Petrol and diesel prices hiked,increased,advanced,other,2,Selling price of Petrol has been increased by Rs 1
cc_news_270_Jyotiraditya to begin ‘satyagr,from,intermediate,other,4,"People from across the state would place their views during the ‘satyagraha’,” the Congress’ state s"
cc_news_270_Jyotiraditya to begin ‘satyagr,satyagraha,advanced,other,7,"Jyotiraditya to begin ‘satyagraha’ from today Agencies, Bhopal Congress MP and ex-Union minister Jyo"
cc_news_270_Jyotiraditya to begin ‘satyagr,Congress,advanced,other,4,"Jyotiraditya to begin ‘satyagraha’ from today Agencies, Bhopal Congress MP and ex-Union minister Jyo"
cc_news_271_Simulation shows swirling of s,across,intermediate,other,3,Smoke from fires in the Pacific Northwest gets caught in a weather pattern and pulled all the way ac
cc_news_271_Simulation shows swirling of s,aerosols,advanced,other,2,Tracking the aerosols carried on the winds let scientists see the currents in our atmosphere
cc_news_271_Simulation shows swirling of s,NASA,advanced,technical_term,1,"Simulation shows swirling of smoke, sea salt, and dust around the world NASA"
cc_news_272_Download comprehensive police ,police,intermediate,other,4,Download comprehensive police shootings data Data for police shootings is usually the subset that on
cc_news_272_Download comprehensive police ,shootings,advanced,other,4,Download comprehensive police shootings data Data for police shootings is usually the subset that on
cc_news_272_Download comprehensive police ,and,basic,other,7,Get the data and look for yourself
"cc_news_273_Waiting Game, through the step",Waiting,intermediate,other,2,"Waiting Game, through the steps of asylum seekers Apr 24, 2018 Sisi Wei for ProPublica and Nick Fort"
"cc_news_273_Waiting Game, through the step",the,basic,other,13,Based on the real case files of five asylum seekers from five countries and interviews with the medi
"cc_news_273_Waiting Game, through the step",asylum,intermediate,other,3,Based on the real case files of five asylum seekers from five countries and interviews with the medi
cc_news_274_Game of Thrones character char,that,intermediate,other,3,The Upshot made an interactive that asks readers to place characters on a two-axis chart
cc_news_274_Game of Thrones character char,the,basic,other,9,"The result is the above, plus contour plots for each character’s place in the space"
cc_news_274_Game of Thrones character char,character,advanced,other,3,"Game of Thrones character chart, you decide I’ve never seen this Game of Thrones show, but I suspect"
cc_news_275_Mappings for Choose Your Own A,Choose,intermediate,other,3,Mappings for Choose Your Own Adventure books Every now and then there’s a visual exploration of the 
cc_news_275_Mappings for Choose Your Own A,each,basic,other,5,"It seems that each gets a bit more complex, so I appreciate the simplicity of these official maps fr"
cc_news_275_Mappings for Choose Your Own A,Adventure,advanced,other,2,Mappings for Choose Your Own Adventure books Every now and then there’s a visual exploration of the 
cc_news_276_How far you can drive out of t,out,intermediate,other,3,How far you can drive out of the city in one hour Using anonymized cell phone data from Here Technol
cc_news_276_How far you can drive out of t,of,basic,other,5,How far you can drive out of the city in one hour Using anonymized cell phone data from Here Technol
cc_news_276_How far you can drive out of t,the,intermediate,other,4,"I used to do the kind of math — as I muttered in rage driving out of Los Angeles during rush hour, w"
cc_news_277_Open data from The White House,The,intermediate,other,2,Open data from The White House returns no results These are my picks for the best of 2015
cc_news_277_Open data from The White House,different,advanced,other,2,"As usual, they could easily appear in a different order on a different day, and there are projects n"
cc_news_277_Open data from The White House,on,intermediate,other,2,"As usual, they could easily appear in a different order on a different day, and there are projects n"
"cc_news_278_In 2017, No More than Five Day",The,intermediate,other,3,The chart below shows the number of days we’ve gone this year without a mass shooting
"cc_news_278_In 2017, No More than Five Day",of,basic,other,6,This of course depends on your definition of mass shooting
"cc_news_278_In 2017, No More than Five Day",mass,basic,other,5,"As of writing this, three more mass shootings took place since Las Vegas"
cc_news_279_Counting the times Kevin Duran,times,intermediate,other,3,Counting the times Kevin Durant’s shoe came off during games This is what happens when there is a lu
cc_news_279_Counting the times Kevin Duran,NBA,advanced,technical_term,1,"That number, compiled against 20 different NBA teams, equates to losing a sneaker roughly every eigh"
cc_news_279_Counting the times Kevin Duran,Durant,intermediate,other,4,Counting the times Kevin Durant’s shoe came off during games This is what happens when there is a lu
cc_news_280_Black boys dropping income lev,boys,intermediate,other,3,"Black boys dropping income levels as adults Research by Raj Chetty, Nathaniel Hendren, Maggie Jones,"
cc_news_280_Black boys dropping income lev,income,intermediate,other,3,"Black boys dropping income levels as adults Research by Raj Chetty, Nathaniel Hendren, Maggie Jones,"
cc_news_280_Black boys dropping income lev,levels,intermediate,other,3,"Black boys dropping income levels as adults Research by Raj Chetty, Nathaniel Hendren, Maggie Jones,"
"cc_news_281_Rivals 250 OL cuts list, will ",list,intermediate,other,3,"Rivals 250 OL cuts list, will play in the SEC Warren McClendon has heard and seen enough to go cut h"
"cc_news_281_Rivals 250 OL cuts list, will ",OL,advanced,technical_term,1,"Rivals 250 OL cuts list, will play in the SEC Warren McClendon has heard and seen enough to go cut h"
"cc_news_281_Rivals 250 OL cuts list, will ",SEC,advanced,technical_term,1,"Rivals 250 OL cuts list, will play in the SEC Warren McClendon has heard and seen enough to go cut h"
cc_news_282_Rob Moses Photography,sure,intermediate,other,3,"I’m not sure if the edit worked out exactly how I was planning, but I kinda like the picture"
cc_news_282_Rob Moses Photography,VR,advanced,technical_term,1,"8 VR Thanks for stopping by, Rob 51"
cc_news_282_Rob Moses Photography,this,intermediate,other,3,"I did kind of a weird edit on this shot, I was going for a grainy film look"
cc_news_283_Rob Moses Photography,picture,intermediate,other,2,As I tried to get picture of him he immediately decided to walk off
cc_news_283_Rob Moses Photography,Photography,advanced,other,1,Rob Moses Photography I bumped into this stray cat while walking around a random neighbourhood of Pu
cc_news_283_Rob Moses Photography,wasn,intermediate,other,3,"This cat wasn’t exactly friendly, well he wasn’t not friendly, he just didn’t wander over to me or a"
cc_news_284_Boddie's quick trip to Tech pu,Boddie,intermediate,other,2,Boddie's quick trip to Tech puts the Jackets in his final six NASHVILLE—Three-star athlete Devin Bod
cc_news_284_Boddie's quick trip to Tech pu,quick,intermediate,other,2,Boddie's quick trip to Tech puts the Jackets in his final six NASHVILLE—Three-star athlete Devin Bod
cc_news_284_Boddie's quick trip to Tech pu,Jackets,intermediate,other,2,Boddie's quick trip to Tech puts the Jackets in his final six NASHVILLE—Three-star athlete Devin Bod
cc_news_285_Countdown to Kickoff #94 Anree,Saint,intermediate,other,4,A strong senior season for Saint-Amour could also bolster his draft stock
cc_news_285_Countdown to Kickoff #94 Anree,Amour,intermediate,other,4,A strong senior season for Saint-Amour could also bolster his draft stock
cc_news_285_Countdown to Kickoff #94 Anree,NFL,advanced,technical_term,1,"His length, speed and athleticism will be very attractive for NFL teams if he can put some good seni"
cc_news_286_Redshirt Report: Tre Swilling,Tre,intermediate,other,3,"Redshirt Report: Tre Swilling Dressed for every game and firing up teammates on the sidelines, you w"
cc_news_286_Redshirt Report: Tre Swilling,Swilling,advanced,other,9,Swilling the son of Georgia Tech legend Pat Swilling will compete at the boundary corner spot and co
cc_news_286_Redshirt Report: Tre Swilling,for,intermediate,other,4,"Redshirt Report: Tre Swilling Dressed for every game and firing up teammates on the sidelines, you w"
cc_news_287_JOL Podcast 4/24,the,intermediate,other,3,JOL Podcast 4/24 Listen to Jacketsonline publisher Kelly Quinlan and staff writer Jared Halus talk a
cc_news_287_JOL Podcast 4/24,JOL,advanced,technical_term,1,JOL Podcast 4/24 Listen to Jacketsonline publisher Kelly Quinlan and staff writer Jared Halus talk a
cc_news_287_JOL Podcast 4/24,Jacketsonline,advanced,other,1,JOL Podcast 4/24 Listen to Jacketsonline publisher Kelly Quinlan and staff writer Jared Halus talk a
cc_news_288_Jackets have impressed Johnson,Johnson,intermediate,other,2,Jackets have impressed Johnson Georgia Tech hosted a list of impressive prospects for the annual spr
cc_news_288_Jackets have impressed Johnson,impressed,advanced,other,1,Jackets have impressed Johnson Georgia Tech hosted a list of impressive prospects for the annual spr
cc_news_288_Jackets have impressed Johnson,Georgia,intermediate,other,2,Though Georgia Tech was always in the runnin
cc_news_289_IDNR waiting on deer disease r,deer,intermediate,other,4,IDNR waiting on deer disease results January 2 – The state of Illinois should know soon if Chronic W
cc_news_289_IDNR waiting on deer disease r,disease,intermediate,other,4,The disease is 100 percent fatal for deer
cc_news_289_IDNR waiting on deer disease r,state,intermediate,other,4,"After that, the state hopes to know just how far Chronic Wasting has spread"
cc_news_290_Macon Co. History Museum shutt,History,intermediate,other,3,"The History Museum is scheduled to reopen by February 28, 2017"
cc_news_290_Macon Co. History Museum shutt,Museum,basic,other,10,"The History Museum is scheduled to reopen by February 28, 2017"
cc_news_290_Macon Co. History Museum shutt,February,advanced,other,3,"The History Museum is scheduled to reopen by February 28, 2017"
cc_news_291_Secretary of State to soon rol,State,intermediate,other,4,Secretary of State to soon roll out Autism ID cards January 2 – Individuals with Autism Spectrum Dis
cc_news_291_Secretary of State to soon rol,Secretary,advanced,other,3,Secretary of State to soon roll out Autism ID cards January 2 – Individuals with Autism Spectrum Dis
cc_news_291_Secretary of State to soon rol,ID,advanced,technical_term,4,The card will be separate from a state ID or driver’s license
cc_news_292_Illini grab first Big 10 win o,Illini,intermediate,other,3,Illini grab first Big 10 win over Buckeyes December 1 – Malcolm Hill scored 20 points to help Illino
cc_news_292_Illini grab first Big 10 win o,Buckeyes,advanced,other,4,Illini grab first Big 10 win over Buckeyes December 1 – Malcolm Hill scored 20 points to help Illino
cc_news_292_Illini grab first Big 10 win o,points,basic,other,6,Marc Loving and Kam Williams added 10 points apiece for the Buckeyes
cc_news_293_Did Vogue Actually 'Love' Kend,review,basic,other,9,The Vogue “review” in question is not much of one
cc_news_293_Did Vogue Actually 'Love' Kend,really,intermediate,other,3,"“I was bracing myself for a bad review, but instead we got a really good one, and it was a nice surp"
cc_news_293_Did Vogue Actually 'Love' Kend,Kendall,basic,other,9,Did Vogue Actually 'Love' Kendall and Kylie Jenner's Fashion Collection
cc_news_293_Did Vogue Actually 'Love' Kend,Advertisement,advanced,other,3,"Advertisement Advertisement “They don’t just pass those out on a whim,” Kris adds"
cc_news_294_Scarlett Johnasson Says Monoga,married,basic,other,5,"Advertisement “Being married is different than not being married, and anybody who tells you that it’"
cc_news_294_Scarlett Johnasson Says Monoga,People,intermediate,other,3,[People]
cc_news_294_Scarlett Johnasson Says Monoga,natural,intermediate,other,3,I don’t think it’s natural to be a monogamous person
cc_news_294_Scarlett Johnasson Says Monoga,TMZ,advanced,technical_term,1,There’s also this: TMZ spoke to some “law enforcement sources” who reportedly said that celebrity In
cc_news_295_ISIS Claims Responsibility for,Turkey,intermediate,other,3,ISIS Claims Responsibility for Night Club Attack in Turkey image via AP
cc_news_295_ISIS Claims Responsibility for,ISIS,advanced,technical_term,5,ISIS Claims Responsibility for Night Club Attack in Turkey image via AP
cc_news_295_ISIS Claims Responsibility for,Turkish,intermediate,other,4,"Turkish jets struck eight targets, and tanks and artillery fired on 103 targets near al-Bab, killing"
cc_news_296_Beyoncé Chose Her Mom Over Coa,which,intermediate,other,3,") And then there’s this, which speaks for itself: A thing the tabloids are very into lately is makin"
cc_news_296_Beyoncé Chose Her Mom Over Coa,Advertisement,advanced,other,3,"Advertisement Advertisement Then there’s this one, of Tina wishing everyone a happy Easter"
cc_news_296_Beyoncé Chose Her Mom Over Coa,this,intermediate,other,3,"[TMZ] “Thank you Russell, but this is blasphemy"
cc_news_297_Journalist Who Broke Story of ,that,intermediate,other,4,It doesn’t matter that Kremlin spokesman Dmitry Peskov announced clearly that journalists are under 
cc_news_297_Journalist Who Broke Story of ,Chechnya,advanced,other,6,Still working on Chechnya—I can come from this country to the region
cc_news_297_Journalist Who Broke Story of ,said,intermediate,other,4,Milashina said and her colleagues are on alert because of a jihad threatened against the staff of No
cc_news_298_How Do You Talk to Your Kids A,BAIL,advanced,technical_term,2,"I’d say, BAIL LAUREN BAIL"
cc_news_298_How Do You Talk to Your Kids A,LAUREN,advanced,technical_term,1,"I’d say, BAIL LAUREN BAIL"
cc_news_298_How Do You Talk to Your Kids A,physically,advanced,other,3,Have you ever been physically abused by a partner
cc_news_298_How Do You Talk to Your Kids A,Advertisement,advanced,other,6,Advertisement Exactly
cc_news_298_How Do You Talk to Your Kids A,discussed,advanced,other,4,"Nope, we never discussed it"
cc_news_298_How Do You Talk to Your Kids A,domestic,advanced,other,3,I never talked to you about domestic violence
cc_news_298_How Do You Talk to Your Kids A,violence,advanced,other,4,And you probably felt like domestic violence was in that category
cc_news_298_How Do You Talk to Your Kids A,emotional,advanced,other,12,That’s what emotional abuse and gaslighting is all about
cc_news_299_Is Orlando Bloom Taking Dating,Orlando,intermediate,other,3,Is Orlando Bloom Taking Dating Advice From Leonardo DiCaprio
cc_news_299_Is Orlando Bloom Taking Dating,because,intermediate,other,3,"Advertisement Sponsored Our Forever FLOTUS responded with a thoughtful letter, because she is all th"
cc_news_299_Is Orlando Bloom Taking Dating,Advertisement,advanced,other,4,"Advertisement “It bring you much closer,” she explains"
cc_news_299_Is Orlando Bloom Taking Dating,LG,advanced,technical_term,3,"I’ll say Leonardo DiCaprio,” LG hypothesizes"
cc_news_300_Prince's Doctor Reportedly Wro,Prince,basic,other,12,Prince's Doctor Reportedly Wrote Him Opioid Prescriptions In Bodyguard's Name Image via Getty
cc_news_300_Prince's Doctor Reportedly Wro,bottles,intermediate,other,3,"Advertisement KARE 11 reports that the documents, which were made public Monday morning, show that C"
cc_news_300_Prince's Doctor Reportedly Wro,KARE,advanced,technical_term,1,"Advertisement KARE 11 reports that the documents, which were made public Monday morning, show that C"
cc_news_300_Prince's Doctor Reportedly Wro,discovered,advanced,other,3,The warrants also listed the pills discovered on the premises: -15 white capsules (Watson 853) disco
cc_news_301_Mark Hamill's Tribute to Carri,Fisher,basic,other,7,Carrie Fisher’s death is heartbreaking to so many because her openness and honesty about her life ma
cc_news_301_Mark Hamill's Tribute to Carri,Hamill,intermediate,other,4,"Hamill alludes to times when he and Fisher were in conflict, and times when they “hated each other’s"
cc_news_301_Mark Hamill's Tribute to Carri,Carrie,intermediate,other,4,Carrie Fisher’s death is heartbreaking to so many because her openness and honesty about her life ma
cc_news_301_Mark Hamill's Tribute to Carri,thinking,advanced,other,2,"I kept thinking, “Should I know this"
cc_news_302_A Mildly Horrifying Year in Se,EYELINER,advanced,technical_term,1,I repeat: DO NOT BUY THIS EYELINER
cc_news_302_A Mildly Horrifying Year in Se,spending,advanced,other,4,"I qualified after spending $1,000 in a calendar year"
cc_news_302_A Mildly Horrifying Year in Se,probably,advanced,other,4,7 oz for $72 probably makes more financial sense
cc_news_302_A Mildly Horrifying Year in Se,remember,advanced,other,4,I can’t remember ever using it
cc_news_302_A Mildly Horrifying Year in Se,moisturizer,advanced,other,3,"If you use a good moisturizer, I’m not convinced you need something specific for that two inches of "
cc_news_302_A Mildly Horrifying Year in Se,lipstick,advanced,other,7,Mac’s Ruby Woo lipstick quite literally changed my life
cc_news_302_A Mildly Horrifying Year in Se,eyeliner,advanced,other,3,I bought this eyeliner and got confused about which brush I bought because Sephora sells about eight
cc_news_303_Twitter Is an Emotional Bitch,Twitter,basic,other,25,Twitter Is an Emotional Bitch Image by Bobby Finger
cc_news_303_Twitter Is an Emotional Bitch,when,intermediate,other,4,Twitter had a meltdown when the Cubs won the World Series in November
cc_news_303_Twitter Is an Emotional Bitch,Trump,intermediate,other,3,"And when Trump was elected president, Twitter freaked out, as it tends to do quite often"
cc_news_303_Twitter Is an Emotional Bitch,appeared,advanced,other,2,Twitter appeared utterly in shock
cc_news_304_Baronet Seeks Young Wife,which,intermediate,other,3,"Catch is, he’s a baronet, which is practically the bottom rung of the British nobility"
cc_news_304_Baronet Seeks Young Wife,young,intermediate,other,3,"‘I am also on the Genghis Khan diet, which is recommended for young lotharios and involves eating sw"
cc_news_304_Baronet Seeks Young Wife,Advertisement,advanced,other,2,” Advertisement Such a charming pitch will surely be difficult to ignore
cc_news_304_Baronet Seeks Young Wife,recommended,advanced,other,2,"‘It was recommended by my French nephew, who is 70 and hasn’t a single grey hair"
cc_news_305_The New Teaser for Outlander S,Season,intermediate,other,3,"Season 3 of Outlander premieres in September, and though we were promised more sex than in disappoin"
cc_news_305_The New Teaser for Outlander S,Advertisement,advanced,other,2,"Advertisement In 40 seconds, the teaser reminds us that Claire and Jamie were cruelly ripped apart b"
cc_news_305_The New Teaser for Outlander S,Outlander,advanced,other,2,"Season 3 of Outlander premieres in September, and though we were promised more sex than in disappoin"
cc_news_306_Harry Styles Is Hot and Good,SNL,advanced,technical_term,2,Harry Styles Is Hot and Good Image via SNL
cc_news_306_Harry Styles Is Hot and Good,HOTTIE,advanced,technical_term,1,"It was a little Ryan Adams, a little ‘70s roots rock at the chorus, and 100 percent HOTTIE WITH A BO"
cc_news_306_Harry Styles Is Hot and Good,WITH,advanced,technical_term,1,"It was a little Ryan Adams, a little ‘70s roots rock at the chorus, and 100 percent HOTTIE WITH A BO"
cc_news_307_Prince Harry Talks About Final,Harry,intermediate,other,3,Prince Harry Talks About Finally Getting Therapy Photo via Getty Images
cc_news_307_Prince Harry Talks About Final,going,intermediate,other,3,"“[I thought] it’s only going to make you sad, it’s not going to bring her back"
cc_news_307_Prince Harry Talks About Final,Advertisement,advanced,other,2,"Advertisement He spoke to the Telegraph, admitting, “I can safely say that losing my mom at the age "
cc_news_307_Prince Harry Talks About Final,actually,advanced,other,2,"“And then [I] started to have a few conversations and actually all of a sudden, all of this grief th"
"cc_news_308_Harrison Ford, Get Off Your Pl",landing,intermediate,other,2,"Even after landing, Ford failed to notice his error, and reportedly asked the tower whether a Boeing"
"cc_news_308_Harrison Ford, Get Off Your Pl",Harrison,advanced,other,4,"Harrison Ford, Get Off Your Plane Harrison Ford’s 2015 plane crash"
"cc_news_308_Harrison Ford, Get Off Your Pl",NBC,advanced,technical_term,2,"Almost two years later, NBC is reporting that Ford is back at it again with the airplane incidents"
cc_news_309_The Famous Men Don't Want You ,public,intermediate,other,3,"Remember Hulk Hogan requested that his public wrestling character, one who boasted about his sexual "
cc_news_309_The Famous Men Don't Want You ,Advertisement,advanced,other,4,"” Advertisement Kelly Jones countered in her own testimony, “He is not a stable person"
cc_news_309_The Famous Men Don't Want You ,personality,advanced,other,2,"Alex Jones, the radio personality and conspiracy theorist who may be wider than he is long, is curre"
cc_news_309_The Famous Men Don't Want You ,attorney,advanced,other,3,"Advertisement His attorney’s request that a jury looks past Jones’s bombastic, paranoid persona—a pe"
cc_news_309_The Famous Men Don't Want You ,conspiracy,advanced,other,2,"Jones later apologized for his role in spreading the conspiracy, which influenced numerous “concerne"
cc_news_309_The Famous Men Don't Want You ,Infowars,advanced,other,3,"Infowars purports to be a news-from-a-specific-deranged-viewpoint media company, and, in support of "
cc_news_310_Mariah Carey Says Her New Year,HONORING,advanced,technical_term,1,SHE TOOK A HIT HONORING HER COMMITMENT TO YOU
cc_news_310_Mariah Carey Says Her New Year,COMMITMENT,advanced,technical_term,1,SHE TOOK A HIT HONORING HER COMMITMENT TO YOU
cc_news_310_Mariah Carey Says Her New Year,SABOTAGE,advanced,technical_term,1,I SHOULD HAVE PULLED HER OFF THE STAGE THIS IS SABOTAGE
cc_news_310_Mariah Carey Says Her New Year,KEPT,advanced,technical_term,2,"“AND MARIAH KEPT TELLING THEM [something was wrong] ON STAGE IN REAL TIME,” Bulochnikov typed in all"
"cc_news_311_Finally, an American Girl Doll",Logan,basic,other,5,They find Logan nonthreatening and fun to be around
"cc_news_311_Finally, an American Girl Doll",about,intermediate,other,3,"What about Julie, “a fun-loving, happy, spirited girl, full of energy and new ideas but prone to fit"
"cc_news_311_Finally, an American Girl Doll",friends,intermediate,other,4,"Not girlfriends girl friends, obviously, but friends who happen to be girls"
"cc_news_311_Finally, an American Girl Doll",American,advanced,other,6,That American Girl doll is
cc_news_312_Pope Tells Bishops It's Time t,Francis,intermediate,other,4,” Francis also asked bishops for “complete commitment to ensuring that these atrocities will no long
cc_news_312_Pope Tells Bishops It's Time t,Pope,basic,other,5,Pope Tells Bishops It's Time to Really Enforce that Zero Tolerance to Sex Abuse Policy Image via Get
cc_news_312_Pope Tells Bishops It's Time t,children,advanced,other,5,Persons responsible for the protection of those children destroyed their dignity
cc_news_313_Coachella-Goers Can Be Part of,Cooper,intermediate,other,3,Billboard reports: The solicitation for extras (which you can read here) invites Little Monsters to 
cc_news_313_Coachella-Goers Can Be Part of,Coachella,advanced,other,4,Coachella-Goers Can Be Part of A Star Is Born With Lady Gaga Image via Getty Lady Gaga will make the
cc_news_313_Coachella-Goers Can Be Part of,Advertisement,advanced,other,2,Advertisement Regular people have been invited to participate as extras for concert scenes shooting 
cc_news_314_The Real Harry Potter Was Bust,Harry,intermediate,other,4,The Real Harry Potter Was Busted for Dealing Marijuana Photo Credit: Warner Bros
cc_news_314_The Real Harry Potter Was Bust,Advertisement,advanced,other,2,"Advertisement But no, I’m not elliptically referring to Daniel Radcliffe"
cc_news_314_The Real Harry Potter Was Bust,Potter,basic,other,10,The Real Harry Potter Was Busted for Dealing Marijuana Photo Credit: Warner Bros
cc_news_315_Octavia Spencer on Diversity i,with,basic,other,8,So now you contrast that with the urgent conversation we’re having in the arts today
cc_news_315_Octavia Spencer on Diversity i,Spencer,intermediate,other,4,"Like Spencer herself, it is a delight"
cc_news_315_Octavia Spencer on Diversity i,OscarsSoWhite,advanced,other,4,Octavia Spencer on Diversity in Oscar Nominees: It's 'Not a Reaction to #OscarsSoWhite' Photo: Getty
cc_news_315_Octavia Spencer on Diversity i,and,basic,other,15,"I know, and I don’t mean to say that"
cc_news_316_Would You Immortalize Marilyn ,Marilyn,intermediate,other,2,Would You Immortalize Marilyn Manson Via Chain
cc_news_316_Would You Immortalize Marilyn ,Immortalize,advanced,other,1,Would You Immortalize Marilyn Manson Via Chain
cc_news_316_Would You Immortalize Marilyn ,Manson,intermediate,other,2,Would You Immortalize Marilyn Manson Via Chain
cc_news_317_Woman Attacked for Running the,Boston,basic,other,8,’” The Boston Marathon officially opened to women in 1972
cc_news_317_Woman Attacked for Running the,Running,intermediate,other,3,"Woman Attacked for Running the Boston Marathon in 1967 Is Running It Again, 50 Years Later At Syracu"
cc_news_317_Woman Attacked for Running the,running,intermediate,other,3,"When she began running 30-plus mile distances, Briggs conceded and encouraged her to sign up for Bos"
cc_news_317_Woman Attacked for Running the,CNN,advanced,specific_name,1,CNN reports that the Boston Marathon will retire Switzer’s original bib number in her honor
cc_news_318_Some of the deadliest mass sho,killed,basic,other,9,Mateen was later killed in a shootout with police
cc_news_318_Some of the deadliest mass sho,police,intermediate,other,4,Mateen was later killed in a shootout with police
cc_news_318_Some of the deadliest mass sho,opened,intermediate,other,4,"1, 2017: Stephen Paddock opened fire on an outdoor music festival on the Las Vegas Strip from the 32"
cc_news_318_Some of the deadliest mass sho,himself,intermediate,other,4,SWAT teams with explosives then stormed his room and found he had killed himself
cc_news_319_Thumbtack Releases New Researc,KEYWORD,advanced,technical_term,2,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,CALIFORNIA,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,INDUSTRY,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,TECHNOLOGY,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,MANAGEMENT,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,INTERNET,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
cc_news_319_Thumbtack Releases New Researc,SOFTWARE,advanced,technical_term,1,com KEYWORD: UNITED STATES NORTH AMERICA CALIFORNIA INDUSTRY KEYWORD: TECHNOLOGY DATA MANAGEMENT INT
