id,text,Combined_Text
473,"どちらも完成度が極めて高く、温かみのある絵柄になっていて、とっても魅力的。
",どちらも完成度が極めて高く、温かみのある絵柄になっていて、とっても魅力的。
474,"最後が尻切れトンボになってしまっているという弱点こそあるものの、とってもいい動画だと思いますので、ぜひ見てください。
",最後が尻切れトンボになってしまっているという弱点こそあるものの、とってもいい動画だと思いますので、ぜひ見てください。
475,"せめて、アナウンスの放送をするときくらい、「切る」ことは出来なかったのでしょうか？
",せめて、アナウンスの放送をするときくらい、「切る」ことは出来なかったのでしょうか？
476,"また、ホテルでも、ネットがうまく繋がらず、何度もやり直したり、こちらのページには入ることすら出来なかったり…。
",また、ホテルでも、ネットがうまく繋がらず、何度もやり直したり、こちらのページには入ることすら出来なかったり…。
477,"加えて、「グッツの販売数が少ない」ようで、結果として手に入れられませんでした。
",加えて、「グッツの販売数が少ない」ようで、結果として手に入れられませんでした。
478,"手に入らなかったら、怨霊とかして、何をするかわからないくらいですから…。
",手に入らなかったら、怨霊とかして、何をするかわからないくらいですから…。
480,"「絶対に食べません。」というのではないのですが、yogaを続けてきたせいか、
",「絶対に食べません。」というのではないのですが、yogaを続けてきたせいか、
481,"いつの間にかこころとからだが、あまり動物性の食品を必要としなくなったようです。
",いつの間にかこころとからだが、あまり動物性の食品を必要としなくなったようです。
482,"インドに滞在している間は、完全なヴェジ.生活が可能で、新鮮な野菜と乳製品、
",インドに滞在している間は、完全なヴェジ.生活が可能で、新鮮な野菜と乳製品、
483,"ファーストフード店や色々な国の料理を楽しめるレストランも増えてきました。
",ファーストフード店や色々な国の料理を楽しめるレストランも増えてきました。
484,"状態維持するものである」という教えがごく当たり前に生きています。
",状態維持するものである」という教えがごく当たり前に生きています。
485,"さてそんなインドの食の楽しみましょう、ということで、お料理教室を行います。
",さてそんなインドの食の楽しみましょう、ということで、お料理教室を行います。
487,"今回も静岡大学教育学部附属特別支援学校と連携し、同校の校外活動として位置づけました。ワークショップで使う小石などの材料は、水野さんとサポート役の成実憲一さんが、前日のうちに準備してくださいました。
",今回も静岡大学教育学部附属特別支援学校と連携し、同校の校外活動として位置づけました。ワークショップで使う小石などの材料は、水野さんとサポート役の成実憲一さんが、前日のうちに準備してくださいました。
488,"質疑応答では、多くの質問に丁寧に答えてくださいました。大切なこととして、「参加者には、できるだけリラックスしてもらうようにしている」、「ワークショップの基本はライブということ、相手がどう反応するかわからない。そのことを大切にしている」等々。
",質疑応答では、多くの質問に丁寧に答えてくださいました。大切なこととして、「参加者には、できるだけリラックスしてもらうようにしている」、「ワークショップの基本はライブということ、相手がどう反応するかわからない。そのことを大切にしている」等々。
489,"特別支援学校の中学部生徒と一緒に、大人も子どもも造形活動の根源的な楽しさに触れる貴重な時間を過ごすことができました。
",特別支援学校の中学部生徒と一緒に、大人も子どもも造形活動の根源的な楽しさに触れる貴重な時間を過ごすことができました。
490,"内容は『銀の匙』のように、受講者が自らの幼年期を回想し、日々の暮らしのなかで経験した、心に残る出来事を絵に表し、言葉に記すというものです。
",内容は『銀の匙』のように、受講者が自らの幼年期を回想し、日々の暮らしのなかで経験した、心に残る出来事を絵に表し、言葉に記すというものです。
491,"次いで、右側のページに、その場面について言葉を添えていきました。活動1と活動2は連動しているので、ほぼ同時に行うケースが多かったように思います。
",次いで、右側のページに、その場面について言葉を添えていきました。活動1と活動2は連動しているので、ほぼ同時に行うケースが多かったように思います。
492,"昼食を挟んで、午後はそれぞれの「回想」が発表されました。時間の関係で、グループごと各1名、全部で5名のプレゼンが行われました。通訳は主に白井さんが務めました。
",昼食を挟んで、午後はそれぞれの「回想」が発表されました。時間の関係で、グループごと各1名、全部で5名のプレゼンが行われました。通訳は主に白井さんが務めました。
493,"本ワークショップによって、参加者は自分自身の『銀の匙』に気づくとともに、それを形にし、広く他者と分かち合うことができるという気づきを得ることができたように思います。
",本ワークショップによって、参加者は自分自身の『銀の匙』に気づくとともに、それを形にし、広く他者と分かち合うことができるという気づきを得ることができたように思います。
494,"2013年に日本食がユネスコ無形文化遺産に指定されてしばらく経ちます。また、最近、丁寧に暮らす、といった言葉をあちこちで頻繁に目にします。それには、毎日の暮らしを支える食、なかでも出汁をきちんと取ってみることからはじめてみるのはいかがでしょうか。
",2013年に日本食がユネスコ無形文化遺産に指定されてしばらく経ちます。また、最近、丁寧に暮らす、といった言葉をあちこちで頻繁に目にします。それには、毎日の暮らしを支える食、なかでも出汁をきちんと取ってみることからはじめてみるのはいかがでしょうか。
495,"食文化は人間の生命を支える特色ある地域資源。今一度、丁寧に、地域の食文化を見直してみましょう。
",食文化は人間の生命を支える特色ある地域資源。今一度、丁寧に、地域の食文化を見直してみましょう。
496,"2回目を開催するにあたり、丸研さんが受講者の創った詩に曲をつけるという大仕事に向かってくれました。
",2回目を開催するにあたり、丸研さんが受講者の創った詩に曲をつけるという大仕事に向かってくれました。
497,"さて、2回目です。気持ちも新に、大学から公共施設アイセル21（静岡市葵区）の音楽室に場を移してのワークショップです。
",さて、2回目です。気持ちも新に、大学から公共施設アイセル21（静岡市葵区）の音楽室に場を移してのワークショップです。
498,"そうして、ここに記念すべき5つの静岡の曲が誕生したことを皆様にもご報告しておきます。この場ではタイトルだけ挙げておきますが、唱歌というよりも、演歌っぽいもの、フォークソングっぽいものなどが多少ありましたが(*^_^*)、新たな方法と視点で静岡の資源を掘り起こす最高の機会となりました。
",そうして、ここに記念すべき5つの静岡の曲が誕生したことを皆様にもご報告しておきます。この場ではタイトルだけ挙げておきますが、唱歌というよりも、演歌っぽいもの、フォークソングっぽいものなどが多少ありましたが(*^_^*)、新たな方法と視点で静岡の資源を掘り起こす最高の機会となりました。
499,"この原稿を書きながら、改めて曲を聴いているのですが、どれもみな良い曲だな〜（しみじみ）
",この原稿を書きながら、改めて曲を聴いているのですが、どれもみな良い曲だな〜（しみじみ）
500,"10月9日「美術ⅩⅡ 鳥の巣作ろう 〜鳥の巣が教えてくれること〜」のワークショップを開催しました
",10月9日「美術ⅩⅡ 鳥の巣作ろう 〜鳥の巣が教えてくれること〜」のワークショップを開催しました
501,"鈴木さんが用意してくださったたくさんの小枝、事務局が用意した紙粘土や布など、また各自持参した様々な材料を使って、思い思いの鳥の巣を作りました。実際に作ってみると、鳥の偉大さがよく分かります。鈴木さんは、机を回りながら適宜助言をしてくださいました。そして受講者が一人ずつ、自分の鳥の巣を発表しワークショップを終了。
",鈴木さんが用意してくださったたくさんの小枝、事務局が用意した紙粘土や布など、また各自持参した様々な材料を使って、思い思いの鳥の巣を作りました。実際に作ってみると、鳥の偉大さがよく分かります。鈴木さんは、机を回りながら適宜助言をしてくださいました。そして受講者が一人ずつ、自分の鳥の巣を発表しワークショップを終了。
502,"スライドを使って、珍しい鳥の巣を紹介。世界で一番大きな巣を作る、南アフリカのシャカイハタオリと、オーストラリアとニューギニアに生息するニワシドリを例に挙げ、鳥の生き方や鳥の巣から学んだことを説明してくださいました。ご自身の仕事、絵本作家とは、小さい子どもが育つためのもの。鳥の巣も同じ、という言葉が印象的でした。
",スライドを使って、珍しい鳥の巣を紹介。世界で一番大きな巣を作る、南アフリカのシャカイハタオリと、オーストラリアとニューギニアに生息するニワシドリを例に挙げ、鳥の生き方や鳥の巣から学んだことを説明してくださいました。ご自身の仕事、絵本作家とは、小さい子どもが育つためのもの。鳥の巣も同じ、という言葉が印象的でした。
503,"10月1日「文学Ⅶ 小説の言葉を読む」のワークショップを開催しました
",10月1日「文学Ⅶ 小説の言葉を読む」のワークショップを開催しました
504,"ワークその２として、文章に書かれていることと、書かれていないことについて考え、「夫」の外見や行動や嗜好、そして「夫婦関係」や「姑との関係」などについて推理を進めました。さらに、「夫」を表す言葉が、話の展開に応じて変化するのですが、それが登場人物の関係性の変化と連動していることに注意が促されました。穏やかに物語は始まり、次第に違和感が増してきて、後半に生じる２回の状況の変化によって、加速度的に異様さが増してきます。しかし、その異様ささえも、読者はリアルに想像できることを確認することができました。
",ワークその２として、文章に書かれていることと、書かれていないことについて考え、「夫」の外見や行動や嗜好、そして「夫婦関係」や「姑との関係」などについて推理を進めました。さらに、「夫」を表す言葉が、話の展開に応じて変化するのですが、それが登場人物の関係性の変化と連動していることに注意が促されました。穏やかに物語は始まり、次第に違和感が増してきて、後半に生じる２回の状況の変化によって、加速度的に異様さが増してきます。しかし、その異様ささえも、読者はリアルに想像できることを確認することができました。
505,"最後に、言語学における「シニフィアン」と「シニフィエ」という概念が紹介され、小説における言語とは、必ずしも、言葉で意味内容を表すだけでは十分ではなく、意味内容に還元できないものが含まれる、ということを共有してワークショップは終了。ここで経験したことは、映画、演劇、絵画など幅広い芸術ジャンルに接し、あるいは紹介する際に大いに参考になるのではないでしょうか。
",最後に、言語学における「シニフィアン」と「シニフィエ」という概念が紹介され、小説における言語とは、必ずしも、言葉で意味内容を表すだけでは十分ではなく、意味内容に還元できないものが含まれる、ということを共有してワークショップは終了。ここで経験したことは、映画、演劇、絵画など幅広い芸術ジャンルに接し、あるいは紹介する際に大いに参考になるのではないでしょうか。
506,"今回は、徹底して伝統工芸の型をなぞり、その手法について学びました。アートマネージャーには、伝統工芸の技に敬意を払いつつも、つねに新しい時代の空気を取り入れていくミッションがあります。「型があるから型破り。型がなければ、型なし。」ということなのです。
",今回は、徹底して伝統工芸の型をなぞり、その手法について学びました。アートマネージャーには、伝統工芸の技に敬意を払いつつも、つねに新しい時代の空気を取り入れていくミッションがあります。「型があるから型破り。型がなければ、型なし。」ということなのです。
507,"8月27日は映画監督で俳優の鈴木卓爾先生（京都造形芸術大学）をお招きし、演劇のワークショップを開催しました。場所は静岡市内を流れる安倍川の上流にある「鈴木邸」（先生のご実家ではありません（笑））。講師の先生から会議室ではない「懐かしさを感じる場所」で行いましょう、というご提案を受け、探した場所でした。ワークショップの趣旨を考慮して開催場所を選択するということもとても大事なことです。
",8月27日は映画監督で俳優の鈴木卓爾先生（京都造形芸術大学）をお招きし、演劇のワークショップを開催しました。場所は静岡市内を流れる安倍川の上流にある「鈴木邸」（先生のご実家ではありません（笑））。講師の先生から会議室ではない「懐かしさを感じる場所」で行いましょう、というご提案を受け、探した場所でした。ワークショップの趣旨を考慮して開催場所を選択するということもとても大事なことです。
508,"鈴木先生からは各グループにコメントを頂きました。その中で「演じる」ということは、日常よりずっと相手のことを見つめる、聞くことになるので「日常の中では起きないことをやっている官能的なプロセスである」。また「演じる」ということは人間が古代から継続して行っている営みで、「置き換え」や「再現」を「見ている人がいる」「誰が見ているか考える」ことが演技の本質なのではないか、という先生のご指摘は大変興味深いものでした。
",鈴木先生からは各グループにコメントを頂きました。その中で「演じる」ということは、日常よりずっと相手のことを見つめる、聞くことになるので「日常の中では起きないことをやっている官能的なプロセスである」。また「演じる」ということは人間が古代から継続して行っている営みで、「置き換え」や「再現」を「見ている人がいる」「誰が見ているか考える」ことが演技の本質なのではないか、という先生のご指摘は大変興味深いものでした。
509,"鈴木先生はあるグループの演技を「美しく着飾ったセリフにならないように、透明な言葉のまま、余計なことをしないで、自分のものにしないで話していた」と評価され、俳優はそのように「台詞が身体を通過していくメディアであり、言葉を置いていく、置き換える作業をしている」職業だと解説されました。また演じるということは「置き換える行為がつながってきた」ものであり、「日常の中で本来のものが少しすり抜ける知恵」のようなものなのではないか、という指摘をされました。簡単に答えが見出せるものではないと前置きされつつも、「演じる」ということについて熱く語られる先生と議論できたことは、とても貴重な経験になりました。
",鈴木先生はあるグループの演技を「美しく着飾ったセリフにならないように、透明な言葉のまま、余計なことをしないで、自分のものにしないで話していた」と評価され、俳優はそのように「台詞が身体を通過していくメディアであり、言葉を置いていく、置き換える作業をしている」職業だと解説されました。また演じるということは「置き換える行為がつながってきた」ものであり、「日常の中で本来のものが少しすり抜ける知恵」のようなものなのではないか、という指摘をされました。簡単に答えが見出せるものではないと前置きされつつも、「演じる」ということについて熱く語られる先生と議論できたことは、とても貴重な経験になりました。
511,"実際に放映されているアニメをリアルタイムで楽しむというのは大変ですが、無料アニメ動画という形で視聴できるものなら、あなた自身の好き勝手な時間に視聴することだって簡単にできるのです。
",実際に放映されているアニメをリアルタイムで楽しむというのは大変ですが、無料アニメ動画という形で視聴できるものなら、あなた自身の好き勝手な時間に視聴することだって簡単にできるのです。
512,"無料電子書籍のネタバレを利用すれば、仕事でアポが飛んでしまっても、時間だけが過ぎ去っていくということがゼロになるはずです。
",無料電子書籍のネタバレを利用すれば、仕事でアポが飛んでしまっても、時間だけが過ぎ去っていくということがゼロになるはずです。
513,"バイトの休み時間や通勤通学時間などにおいても、大いに楽しむことができるはずです。
",バイトの休み時間や通勤通学時間などにおいても、大いに楽しむことができるはずです。
514,"バスでの移動中や昼食後のフリータイムなど、場所に関係なく夢中になれます。
",バスでの移動中や昼食後のフリータイムなど、場所に関係なく夢中になれます。
515,"立ち読みも可能となっていますので、店頭まで足を運ぶことは不要です。
",立ち読みも可能となっていますので、店頭まで足を運ぶことは不要です。
516,"その理由は、無料アニメ動画をインターネット上で楽しむという形が一般化しつつあるからです。
",その理由は、無料アニメ動画をインターネット上で楽しむという形が一般化しつつあるからです。
517,"最新刊は、本屋で中を確認して買うか否かを確定する人がほとんどです。
",最新刊は、本屋で中を確認して買うか否かを確定する人がほとんどです。
518,"このところは無料立ち読み出来る電子コミックのサイト経由で１巻を読んでみて、その書籍を買うのか否かを決める人が増えているとのことです。
",このところは無料立ち読み出来る電子コミックのサイト経由で１巻を読んでみて、その書籍を買うのか否かを決める人が増えているとのことです。
519,"あなたのスマホ上で読むことができちゃうので、他人にバレたくないとか見られるのは嫌な｢淫欲の棲家｣という同人漫画も隠れて楽しむことができるのです。
",あなたのスマホ上で読むことができちゃうので、他人にバレたくないとか見られるのは嫌な｢淫欲の棲家｣という同人漫画も隠れて楽しむことができるのです。
520,"スマホを使って｢淫欲の棲家｣という同人漫画を読むことが可能ですから、わざわざ本を携帯することも不要で、外出時の荷物を軽減することができます。
",スマホを使って｢淫欲の棲家｣という同人漫画を読むことが可能ですから、わざわざ本を携帯することも不要で、外出時の荷物を軽減することができます。
521,"そういうわけで、電子書籍のネタバレを何所で買うことにするのかに関しては、当然比較したほうが良いと言えるのではないでしょうか？
",そういうわけで、電子書籍のネタバレを何所で買うことにするのかに関しては、当然比較したほうが良いと言えるのではないでしょうか？
523,"今回も楽しく読ませて頂きました。梅田望夫氏がおっしゃっているように「ウェブ人間論」での 平野啓一郎氏と梅田望夫氏の関係が「フューチャリスト宣言」では梅田望夫氏と茂木健一郎氏のポジショニングになっていて面白かったです。
",今回も楽しく読ませて頂きました。梅田望夫氏がおっしゃっているように「ウェブ人間論」での 平野啓一郎氏と梅田望夫氏の関係が「フューチャリスト宣言」では梅田望夫氏と茂木健一郎氏のポジショニングになっていて面白かったです。
524,"それでも生きていくことはできるでしょうが、サバイバル、適者生存という視点から捉えるならば総合的にみて生き方に損をしている部分を多く感じることになるでしょう、やがて。超近代的狩猟社会が早く訪れて欲しい。個人的にはそう思いました。
",それでも生きていくことはできるでしょうが、サバイバル、適者生存という視点から捉えるならば総合的にみて生き方に損をしている部分を多く感じることになるでしょう、やがて。超近代的狩猟社会が早く訪れて欲しい。個人的にはそう思いました。
525,"茂木：未来は予想するものではなく、作り出すものである。そして、未来に明るさを託すということは、すなわち、私たち人間自身を信頼するということである。
",茂木：未来は予想するものではなく、作り出すものである。そして、未来に明るさを託すということは、すなわち、私たち人間自身を信頼するということである。
526,"この考えは日本の共同体を頼りに生きている人、生きてきた人には受け入れるのは無理でしょう。もはや昔存在した共同体なんてないのに、一生懸命にその共同体みたいなものを作ろうとしている人たちもたくさんいるのが今の日本社会です。自民党なんか特に、いや、日本の政治家はほとんど全部がそうかなぁ？
",この考えは日本の共同体を頼りに生きている人、生きてきた人には受け入れるのは無理でしょう。もはや昔存在した共同体なんてないのに、一生懸命にその共同体みたいなものを作ろうとしている人たちもたくさんいるのが今の日本社会です。自民党なんか特に、いや、日本の政治家はほとんど全部がそうかなぁ？
527,"そういう共同体から勇気を持って出て、自分の能力と信念を武器に生きていくことでしか、私たち人間自身を信頼する、という概念は理解できないのではないか、という気がします。
",そういう共同体から勇気を持って出て、自分の能力と信念を武器に生きていくことでしか、私たち人間自身を信頼する、という概念は理解できないのではないか、という気がします。
528,"なるほど、このような仕組みがあるから日本発の世界仕様が生まれない。逆に言えばその枠内だったら安心して日本人は全力を出すことができる。会社が守ってくれるし、もっと大きく言えば日本政府が守ってくれる。でもその裏で必ず得をしている人たちがいるわけで、それが既得権益集団というものの存在を許す土壌を作り上げた結果になったのだと思う。
",なるほど、このような仕組みがあるから日本発の世界仕様が生まれない。逆に言えばその枠内だったら安心して日本人は全力を出すことができる。会社が守ってくれるし、もっと大きく言えば日本政府が守ってくれる。でもその裏で必ず得をしている人たちがいるわけで、それが既得権益集団というものの存在を許す土壌を作り上げた結果になったのだと思う。
529,"こういう感覚が理解できる人。まだまだ少数だろうなぁ。こういう感覚を理解できる人、実際に行動している人がマジョリティーにならないと日本は変わらない。人の目を気にする日本人だから、ちょっとした少数がこのような感覚で生きていて、そちらのほうのアドバンテージをマジョリティーが理解し始めた時、日本社会特有のブームという形で広まるかもしれない。
",こういう感覚が理解できる人。まだまだ少数だろうなぁ。こういう感覚を理解できる人、実際に行動している人がマジョリティーにならないと日本は変わらない。人の目を気にする日本人だから、ちょっとした少数がこのような感覚で生きていて、そちらのほうのアドバンテージをマジョリティーが理解し始めた時、日本社会特有のブームという形で広まるかもしれない。
530,"茂木：そこにその人らしさが一番表れる。だって、ネットでどこのドメインを見ているかというのは、人によって全然違うじゃないですか。テレビを見るのとは全く違った自由度がある。その体験は自分を作り上げていく上でも重大なことだと思います。志向性というのは自分の経験の蓄積から決まってくるので、どういう志向性を自分の中で立ち上げられるのかは、そこにどう記憶を生かすことができるかということが一つのポイントになると思います。
",茂木：そこにその人らしさが一番表れる。だって、ネットでどこのドメインを見ているかというのは、人によって全然違うじゃないですか。テレビを見るのとは全く違った自由度がある。その体験は自分を作り上げていく上でも重大なことだと思います。志向性というのは自分の経験の蓄積から決まってくるので、どういう志向性を自分の中で立ち上げられるのかは、そこにどう記憶を生かすことができるかということが一つのポイントになると思います。
531,"国、政府、会社、学校、親が準備してくれるもの、与えてくれるものを、他の選択肢を探すことなく楽して受け入れてきた人は、きっと狭い範囲の世間しかしらない視野の狭い人間に育ってしまうのではないか？
",国、政府、会社、学校、親が準備してくれるもの、与えてくれるものを、他の選択肢を探すことなく楽して受け入れてきた人は、きっと狭い範囲の世間しかしらない視野の狭い人間に育ってしまうのではないか？
532,"人から聞いてもいいであろう。そのときにネット上でも狭い範囲でしか聞く人がいない人と、それこそ世界中の人から自分の獲たい情報を得るためのネットワークを持っている人とではフィードバックの質が違ってくるのは当然である。
",人から聞いてもいいであろう。そのときにネット上でも狭い範囲でしか聞く人がいない人と、それこそ世界中の人から自分の獲たい情報を得るためのネットワークを持っている人とではフィードバックの質が違ってくるのは当然である。
533,"きっと小学生でもすごい奴が当たり前のように存在する時代がもうすぐ来る。先生よりも知っている、という生徒の数がクラスの過半数を超えたとき、その先生は何を子供たちに教えればよいのだろう？　そしてそれらのネットで生きていく術を身に付けている（知識武装している）子供たちの次のステップはどういうものが理想なのだろうか？
",きっと小学生でもすごい奴が当たり前のように存在する時代がもうすぐ来る。先生よりも知っている、という生徒の数がクラスの過半数を超えたとき、その先生は何を子供たちに教えればよいのだろう？ そしてそれらのネットで生きていく術を身に付けている（知識武装している）子供たちの次のステップはどういうものが理想なのだろうか？
534,"ネット上のプレゼンスがその個人を支えるインフラ。それを見てもらえればどういう人かわかるから。僕はいろいろな人に「これからは、個人の信用はネットで保証すれば良い。誰が最初にそれに気づくか。それに気づいた人がこれからは輝くよ」と言っています。つまり、ある組織に所属するということで完結している人は、これからは輝かない。
",ネット上のプレゼンスがその個人を支えるインフラ。それを見てもらえればどういう人かわかるから。僕はいろいろな人に「これからは、個人の信用はネットで保証すれば良い。誰が最初にそれに気づくか。それに気づいた人がこれからは輝くよ」と言っています。つまり、ある組織に所属するということで完結している人は、これからは輝かない。
535,"これは大部分の人が苦手だろうな？　アウトプットするにはインプットをしていないとできないわけで、テレビばかり見ている人とか読書を全くしない人、活字を消化していない人、ビジュアルでもいいから自分の５感に刺激を与えている行動を自分の生活に取り入れていない人はブログとかを利用して自分から能動的に情報を発信することは苦痛だろう。
",これは大部分の人が苦手だろうな？ アウトプットするにはインプットをしていないとできないわけで、テレビばかり見ている人とか読書を全くしない人、活字を消化していない人、ビジュアルでもいいから自分の５感に刺激を与えている行動を自分の生活に取り入れていない人はブログとかを利用して自分から能動的に情報を発信することは苦痛だろう。
536,"というかそもそもブログとかの必要性も考えないだろうし。このようなスタイルは自分の意志で積極的に成し遂げていかないとダメな選択肢であるから、新しい社会に適応するぞー、という意志のないひとにはそのメリットさえ理解されないであろう。
",というかそもそもブログとかの必要性も考えないだろうし。このようなスタイルは自分の意志で積極的に成し遂げていかないとダメな選択肢であるから、新しい社会に適応するぞー、という意志のないひとにはそのメリットさえ理解されないであろう。
537,"梅田：テクノロジーはどんどん怒りの原因を解消させてくれる方向に進化する。もしそう進まないなら、誰かがそれを阻んでいるからです。阻むのは、既得権を持った人たちが人為的にやっている場合が多い。
",梅田：テクノロジーはどんどん怒りの原因を解消させてくれる方向に進化する。もしそう進まないなら、誰かがそれを阻んでいるからです。阻むのは、既得権を持った人たちが人為的にやっている場合が多い。
538,"たとえば日本の政治に対して怒りをもっているのならば、その怒りは日本の政府を変えることができるだろうか？　つまりこの議論でいうところのテクノロジーが日本の政治を変える力になりうるのか？　年金問題とか、またかよぉー、ということで曖昧に終わることなく、それらの欠点が直ちに解消されるような政治システムが構築されるのであろうか？
",たとえば日本の政治に対して怒りをもっているのならば、その怒りは日本の政府を変えることができるだろうか？ つまりこの議論でいうところのテクノロジーが日本の政治を変える力になりうるのか？ 年金問題とか、またかよぉー、ということで曖昧に終わることなく、それらの欠点が直ちに解消されるような政治システムが構築されるのであろうか？
539,"声を大にして社会にアピールしても今の日本、様々な方向から攻撃を受け、いつの間にかつぶされてしまう。その攻撃で一番力を持っているのは日本のマスメディアなんだけど、この集団の中から肯定的にアクションを起こしてくれる流れが起きないかぎり、だれもつぶされるとわかっている戦場へわざわざこちらから傷つけられに出向くことはないであろう。
",声を大にして社会にアピールしても今の日本、様々な方向から攻撃を受け、いつの間にかつぶされてしまう。その攻撃で一番力を持っているのは日本のマスメディアなんだけど、この集団の中から肯定的にアクションを起こしてくれる流れが起きないかぎり、だれもつぶされるとわかっている戦場へわざわざこちらから傷つけられに出向くことはないであろう。
540,"日本人はネガティブな人が多いから。そんな環境で我慢しているよりも思い切って外に出てしまう、外の環境と自分が繋がるように仕向ける、ということができれば狭い範囲でのバッシングも耐えることができるのではないだろうか？
",日本人はネガティブな人が多いから。そんな環境で我慢しているよりも思い切って外に出てしまう、外の環境と自分が繋がるように仕向ける、ということができれば狭い範囲でのバッシングも耐えることができるのではないだろうか？
542,"A:お気軽にご連絡下さい！　古瀬空調では現場を調査の上、詳細なお見積りをご提示しております。
",A:お気軽にご連絡下さい！ 古瀬空調では現場を調査の上、詳細なお見積りをご提示しております。
543,"Q:長く使用し、古くなった業務用エアコンも回収してもらえるのでしょうか？
",Q:長く使用し、古くなった業務用エアコンも回収してもらえるのでしょうか？
544,"A:土日だけでなく、夜間の作業も行っております。店舗様の場合、平日昼間は厳しいといったお声も
",A:土日だけでなく、夜間の作業も行っております。店舗様の場合、平日昼間は厳しいといったお声も
545,"Q:他の会社へ以前、お願いした業務用エアコンの修理等も可能でしょうか？
",Q:他の会社へ以前、お願いした業務用エアコンの修理等も可能でしょうか？
546,"知識・経験豊富な古瀬空調の担当者が、多様なエアコンの対応を行っております。
",知識・経験豊富な古瀬空調の担当者が、多様なエアコンの対応を行っております。
547,"もしエアコンについて気になる点があれば、早めに専門業者にてもらい解決しておきましょう。
",もしエアコンについて気になる点があれば、早めに専門業者にてもらい解決しておきましょう。
548,"といったことも防ぐことができますため、お気軽に古瀬空調までお問い合わせ下さい！
",といったことも防ぐことができますため、お気軽に古瀬空調までお問い合わせ下さい！
549,"こういった場合には早めの専門業者による点検確認をお勧めいたします。
",こういった場合には早めの専門業者による点検確認をお勧めいたします。
550,"長くこういった状態が続きますと故障の原因にもなりかねますので早めに対処しましょう。
",長くこういった状態が続きますと故障の原因にもなりかねますので早めに対処しましょう。
551,"当社ではこういったトラブルにも対応しております。お気軽にご連絡下さい。
",当社ではこういったトラブルにも対応しております。お気軽にご連絡下さい。
552,"こういった場合には別途費用が発生してしまう場合もございます。このようなケースには
",こういった場合には別途費用が発生してしまう場合もございます。このようなケースには
553,"■室内のエアコンのみでなく、室外機も洗浄をした方がよいのでしょうか
",■室内のエアコンのみでなく、室外機も洗浄をした方がよいのでしょうか
554,"また空調についてのご質問なら何でもお応えいたします！是非ご連絡下さい。
",また空調についてのご質問なら何でもお応えいたします！是非ご連絡下さい。
555,"今日は皆様からご依頼が増えている、業務用エアコンの修理について
",今日は皆様からご依頼が増えている、業務用エアコンの修理について
556,"エアコンは日々使用するものであり機械のため、長期的に使用していると
",エアコンは日々使用するものであり機械のため、長期的に使用していると
557,"⇒　こちらは室外機の異常による原因が多く、部品を交換する等の対応となります。
",⇒ こちらは室外機の異常による原因が多く、部品を交換する等の対応となります。
558,"原因が考えられます。こちらはモーターの交換等を行う場合が多いです。
",原因が考えられます。こちらはモーターの交換等を行う場合が多いです。
559,"原因が多く、洗浄しても変わらない場合には機械自体が故障している場合があります。
",原因が多く、洗浄しても変わらない場合には機械自体が故障している場合があります。
560,"可能性が考えられます。ドレンポンプの異常による可能性もあり、こういった場合には
",可能性が考えられます。ドレンポンプの異常による可能性もあり、こういった場合には
561,"汚れ・故障のケースが多いため、早めの洗浄やメンテナンスをお勧めしております。
",汚れ・故障のケースが多いため、早めの洗浄やメンテナンスをお勧めしております。
562,"【スマートフォン用サイトについて】こちらのページも是非ご覧下さい！
",【スマートフォン用サイトについて】こちらのページも是非ご覧下さい！
563,"ある日突然、夜の寒い日にエアコンが動かなくなった...　暖房がきかなくなった...
",ある日突然、夜の寒い日にエアコンが動かなくなった... 暖房がきかなくなった...
564,"「どういったタイプの業務用エアコンを設置するのが一番良いのだろう...」
",「どういったタイプの業務用エアコンを設置するのが一番良いのだろう...」
565,"工場から飲食店、各種施設まで、八王子を中心に幅広く施工を行っております。
",工場から飲食店、各種施設まで、八王子を中心に幅広く施工を行っております。
566,"以下の資格・認可を所有しております！安心してご依頼・お問い合わせ下さい。
",以下の資格・認可を所有しております！安心してご依頼・お問い合わせ下さい。
567,"また、他社様との有益な交流・情報交換のため下記にも所属をしております。
",また、他社様との有益な交流・情報交換のため下記にも所属をしております。
568,"勿論空調の修理やメンテナンス・洗浄等に関するご相談も随時受け付けております。
",勿論空調の修理やメンテナンス・洗浄等に関するご相談も随時受け付けております。
569,"丁寧な施工を致します。その際にご不明な点やご希望などがございましたら
",丁寧な施工を致します。その際にご不明な点やご希望などがございましたら
570,"その後、問題がなければ施工費用についてお支払いをお願い致します。
",その後、問題がなければ施工費用についてお支払いをお願い致します。
572,"ここ最近は、孫を連れてチョクチョクと夕方のお買い物に行く。今は、
",ここ最近は、孫を連れてチョクチョクと夕方のお買い物に行く。今は、
573,"自転車が改造されて安全に子供を乗せられる様に作られている。その自
",自転車が改造されて安全に子供を乗せられる様に作られている。その自
574,"彼女は、間違い無しに気持が良いのだろう。時折、保育園で習った歌が
",彼女は、間違い無しに気持が良いのだろう。時折、保育園で習った歌が
576,"人数が多い、少ないでそれぞれメリット、デメリットがあるのでしょうが、きっとその方にぴったりの環境が与えられるのでしょうね。両方体験してみたいです！
",人数が多い、少ないでそれぞれメリット、デメリットがあるのでしょうが、きっとその方にぴったりの環境が与えられるのでしょうね。両方体験してみたいです！
